prompt_index,status,image_url,prompt
11,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbe4t054vdswfhypd3d5de.png,"a photo of the woman in this image throwing their head back laughing hard at something off-camera, eyes crinkled shut, mouth wide open showing teeth, standing in a bright sunlit living room with a white sofa and potted plants behind them"
12,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbe2qrhbrr5mrg1ekex4hg.png,"a close-up of the woman in this image with a subtle knowing smile, one eyebrow slightly raised, shot in a dimly lit bar with warm amber lights and rows of bottles blurred in the background, a half-empty cocktail glass on the wooden counter beside them"
13,failed,,"a photo of the woman in this image staring intensely into the camera with a serious focused expression, jaw set, sitting at a large conference table in a modern glass-walled meeting room, papers and a laptop scattered on the table"
14,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbe7d6qxrdsw0tg5xbtmk3.png,"a photo of the woman in this image with wide eyes and mouth open in genuine surprise, both hands raised to the sides of their face, standing in a doorway with a group of friends holding a birthday cake with lit candles visible behind them"
15,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtberwtggd5a1cd1c4341rs.png,"a photo of the woman in this image sitting alone on a park bench looking down at the ground with a melancholic expression, autumn leaves scattered on the wet pavement, a gray overcast sky, an empty playground with swings visible in the background"
16,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbemvegqvjjzz3jrwb7xed.png,"a photo of the woman in this image giving an exaggerated wink to the camera with a playful grin, one hand making a finger gun gesture, standing at a backyard barbecue with a smoking grill, string lights, and plastic chairs behind them"
17,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbep9fxmc4ty9bhnratkc5.png,"a photo of the woman in this image meditating with eyes closed, face completely relaxed and peaceful, sitting cross-legged on a yoga mat in a bright minimalist room with large windows, a small potted succulent and a water bottle on the floor beside them"
18,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbf4ksq22sqnwj0byv6kb1.png,"a candid photo of the woman in this image mid-sentence talking to someone just out of frame, mouth slightly open, one hand gesturing, seated at a small round cafe table with two espresso cups and a croissant on a white plate"
19,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbespywt9vnka1mnbkx6mq.png,"a photo of the woman in this image squinting hard with one eye closed against bright direct sunlight, holding a hand up to shield their face, standing on a concrete pier with fishing boats and calm blue water behind them"
20,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfak0xrb7y27yxm8z1vvh.png,"a photo of the woman in this image with a wide mischievous grin leaning forward conspiratorially, elbows on a rustic wooden table in a crowded pub, other patrons and pint glasses blurred in the warm background"
21,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfg03n9p7jd9f61sy2qtz.png,"a side profile photo of the woman in this image looking to the left, sharp jawline and ear visible, shot against a large floor-to-ceiling window with a cityscape of buildings and cranes visible through the glass, late afternoon light outlining their silhouette"
22,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfyj8tsh6gc7yphk2022k.png,"a three-quarter angle photo of the woman in this image turning slightly to the right, one shoulder closer to camera, standing in front of a rusty corrugated metal wall covered in old peeling posters, wearing a dark denim jacket"
23,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfqvbnf3k4taxwh22vec7.png,"a photo of the woman in this image looking back over their right shoulder toward the camera while walking down a narrow cobblestone alley, old brick buildings with fire escapes on both sides, a bicycle leaning against a wall, warm late-day light"
24,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfrf1pby13sxtpne857ne.png,"a dramatic low-angle photo of the woman in this image shot from below looking up, standing on a concrete overpass with the sky and steel bridge cables behind them, wearing a long dark coat, the perspective making them appear tall and imposing"
25,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbfxx3cyamx9gwj6838pgj.png,"a photo of the woman in this image taken from slightly above, looking up at the camera, lying on their back on a checkered picnic blanket in a grassy park, a wicker basket and some scattered fruit visible, trees framing the edges of the shot"
26,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbgrhtg5y7y5qvfatyzr6c.png,"an extreme close-up of the woman in this image face filling the entire frame, every pore and eyelash visible, sharp focus on the iris of their left eye, the bridge of their nose and lips slightly out of focus, studio lighting"
27,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbgfr9dwh8kr3pd9f1z375.png,"a photo of the woman in this image leaning with their back flat against a red brick wall, one foot propped up behind them, arms folded, head turned to look at something down the street where a yellow taxi and some pedestrians are visible"
28,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbgd4ajvwkqn5hs0g2ye6g.png,"a photo of the woman in this image seated in a deep leather armchair in a dimly lit study, legs crossed, one elbow on the armrest with chin resting on hand, shelves of old leather-bound books and a green desk lamp behind them"
29,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbghzvnpyre0myzkrmjv3b.png,"a photo of the woman in this image with head tilted about 15 degrees to the left, a slight curious expression, standing in a greenhouse surrounded by hanging ferns and tropical plants, soft green-filtered light coming through the glass roof"
30,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbh1s7j9g8zjz1x58ar2wz.png,"a photo of the woman in this image gazing out over a lake from a wooden dock, shot from behind at a slight angle so their face is visible in quarter profile, mountains and pine trees reflected in the still water, early morning mist rising"
31,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbgkvaffq817vfq659yy9b.png,"a photo of the woman in this image resting their chin on both hands with elbows on a table, a pensive thoughtful look, sitting in a window seat of a train with blurred countryside racing past outside the glass"
32,failed,,"a photo of the woman in this image turning around from a doorway to face the camera, one hand on the door handle, body facing away but face turned fully toward the lens, a long bright hallway with polished floors stretching behind them"
33,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbhhn878w5wf7chv6201c7.png,"a full body shot of the woman in this image walking confidently down a wide city sidewalk, briefcase in one hand, other arm swinging naturally, tall glass office buildings on both sides, other pedestrians and a food cart in the background"
34,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbh769wsb1mwv1vgkfrtxw.png,"a photo of the woman in this image crouching down to pet a golden retriever on a gravel path in a public park, trees and a park bench visible, another dog walker passing in the background, natural afternoon light"
35,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbhkah6f36t5k1en3mvfw2.png,"a photo of the woman in this image standing with both arms stretched wide at the edge of a cliff overlooking a vast green valley, wind blowing their hair and jacket, dramatic clouds in the sky, shot from behind and slightly to the side"
36,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbhth04245aw5pcmspjws7.png,"a photo of the woman in this image standing on a hot sidewalk at noon with harsh direct overhead sunlight casting strong shadows under the nose and chin, squinting slightly, a dry concrete plaza with metal benches and a single tree behind them"
37,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbj4f7296g7sd6q7twtb5m.png,"a photo of the woman in this image walking through a wheat field during golden hour, warm amber light wrapping around their face and shoulders, long shadows stretching across the golden stalks, a treeline and orange sky on the horizon"
38,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbhvejarbbrvbcpds0w3dh.png,"a photo of the woman in this image standing in front of a large bright window, mostly silhouetted with light outlining their hair and shoulders, face partially visible in the shadow, a cluttered artist studio with easels and paint tubes inside the room"
39,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjfqevya1n7gv42c73h7n.png,"a photo of the woman in this image standing on a rainy city street at night with pink and blue neon signs from shops and restaurants reflected on the wet asphalt, wearing a dark raincoat, face lit by the colorful neon glow, other people with umbrellas passing"
40,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjpybvzzg8d9yjkqv5bm6.png,"a photo of the woman in this image lit from one side by a single harsh light source, half of their face brightly illuminated and the other half in deep shadow, standing in a dark empty theater with rows of red velvet seats barely visible behind them"
41,failed,,"a photo of the woman in this image sitting at a desk in a generic office under flat harsh fluorescent ceiling lights, a computer monitor glowing on the desk, stacks of paper and a stapler nearby, no shadows, slightly washed out unflattering light"
42,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjsdrz7pz1545zkmw29we.png,"a photo of the woman in this image sitting at a small round table in a dark room lit only by three tall candles, the warm orange flame light dancing across their face, a wine glass and an open book on the table, deep shadows everywhere"
43,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjrawqtcs8wv2qy552bx3.png,"a photo of the woman in this image standing in a field on a gray overcast day with completely flat diffused light and no visible shadows, a fence and some cows in the distant background, wearing a waterproof jacket, damp grass underfoot"
44,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbjy40bxjkqepk1efd73c0.png,"a studio photo of the woman in this image with a bright rim light behind them creating a glowing outline around their head and shoulders, the front of their face lit by a soft fill light, a dark charcoal gray seamless background"
45,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkaw76hmgygfsf4rqpx7x.png,"a photo of the woman in this image standing under a large oak tree with sunlight filtering through the leaves creating patches of bright light and shadow across their face and body, a grassy meadow with wildflowers stretching behind them"
46,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbk42v39fs41zsrrbpbbq5.png,"a photo of the woman in this image standing at a busy crosswalk in downtown Tokyo, crowds of people with shopping bags crossing in every direction, bright billboards and signs in Japanese covering the buildings, shot from across the street"
47,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkk155egjh7d47306ym9m.png,"a photo of the woman in this image standing on a wide sandy beach at low tide, gentle waves breaking in the distance, a few seagulls on the sand, a wooden lifeguard tower to the left, flip flops in one hand, pants rolled up to the calves"
48,failed,,"a photo of the woman in this image standing on a forest trail surrounded by tall moss-covered pine trees, ferns growing along the path edges, a fallen log across the trail in the background, soft misty light filtering through the canopy"
49,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkkmec7ac6ynsdcvmrr9r.png,"a photo of the woman in this image standing in an open-plan tech office with rows of standing desks, dual monitors, and employees working in the background, a whiteboard covered in sticky notes and diagrams on the wall, bright overhead lighting"
50,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbknwss1hvzrz674r264ah.png,"a photo of the woman in this image sitting at a small marble table in a busy European cafe, an espresso and a glass of water on the table, other customers chatting at nearby tables, a waiter carrying a tray, chalkboard menu on the wall"
51,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkzkzkxhxp81rhm9z217z.png,"a photo of the woman in this image standing on the rooftop of a tall building at dusk, the city skyline stretching behind them with lit office windows and a few red aircraft warning lights, wind blowing their hair, a concrete ledge and metal railing visible"
52,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbkz40fq7hgj5w4pfrtkba.png,"a photo of the woman in this image browsing bookshelves in a large old library with tall wooden shelves stretching to the ceiling, rolling ladders on brass rails, warm reading lamps on heavy oak tables where a few students are studying"
53,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmpm01aevj40r3nwwvd7q.png,"a photo of the woman in this image kneeling in a lush garden tending to tomato plants, a watering can and gardening gloves on the ground beside them, a wooden fence with climbing roses behind, a wheelbarrow visible in the corner"
54,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbm7s49272snacq66zv51k.png,"a photo of the woman in this image standing on a subway platform as a train arrives with its headlights on, tiled walls with mosaic artwork, a few other commuters waiting with bags and headphones, fluorescent strip lights overhead"
55,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmfwzwak798jz3e37bkd3.png,"a photo of the woman in this image standing on a rocky mountain trail at high altitude, a panoramic view of snow-capped peaks and a glacier lake below, wearing hiking boots and a backpack, trekking poles in hand, clear blue sky"
56,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmjb1awfv389e7y55g5m6.png,"a photo of the woman in this image seated at a restaurant table set for dinner, white tablecloth, wine glasses, folded napkins, a small candle centerpiece, other diners at adjacent tables, a waiter in the background carrying plates"
57,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmwprntykfr9vja59zfrh.png,"a photo of the woman in this image standing in a dim concrete parking garage next to a dark car, harsh overhead fluorescent tubes casting greenish light, painted lane markings on the floor, exit signs glowing red in the distance"
58,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbmzc955rh2yvy6gczsg75.png,"a photo of the woman in this image walking down a rainy street holding a transparent umbrella, puddles reflecting streetlights on the asphalt, a row of closed shop fronts with metal shutters, another person with a red umbrella ahead of them"
59,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbn84h6eg32rkh2bg8hbsf.png,"a photo of the woman in this image standing in a large white photography studio with a seamless paper backdrop, professional lighting stands and softboxes visible at the edges of frame, wearing all black, arms at sides"
60,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbn62rrwaf3yn0vz4hqvpg.png,"a photo of the woman in this image standing in front of a massive colorful street mural covering an entire building wall, geometric shapes and faces in bright blues oranges and pinks, a chain-link fence and some trash bins at the base"
61,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbnj9fj60bn8pxmmphpfcc.png,"a photo of the woman in this image wearing a chunky knit beanie hat pulled down low, standing at an outdoor Christmas market with wooden stalls selling ornaments and mulled wine, fairy lights strung overhead, other shoppers browsing"
62,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbnhmmm8qmyskcmw0385s3.png,"a photo of the woman in this image with a thick wool scarf wrapped high around their neck and chin, standing at a bus stop on a cold gray morning, frosted glass shelter behind them, a red double-decker bus approaching in the distance"
63,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbnxe9y1w7cetm0kwtnz9r.png,"a photo of the woman in this image wearing large over-ear headphones around their neck, leaning against a record store counter, vinyl records in crates and band posters on the walls behind them, warm interior lighting"
64,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbnzqar8chgme9x20nb2nb.png,"a photo of the woman in this image in a sharp tailored charcoal suit with a white shirt and dark tie, standing in the marble lobby of a corporate building, a security desk and revolving glass doors behind them, polished floors reflecting the lights"
65,failed,,"a photo of the woman in this image wearing an oversized hoodie with the hood pulled up, sitting on concrete steps outside a skate park, a skateboard beside them, graffiti on the ramps in the background, late afternoon shadows"
66,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbp8nwggj857mnvggtjq8t.png,"a photo of the woman in this image wearing a worn brown leather jacket with a white t-shirt underneath, leaning on a motorcycle parked on the side of a desert highway, flat empty landscape and power lines stretching to the horizon"
67,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpadywmkwekecr4b3tm4k.png,"a photo of the woman in this image wearing a backwards baseball cap, standing in the dugout of a baseball field holding a bat over one shoulder, the diamond and outfield grass visible through the chain-link fence, bright sunny day"
68,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpzh00d6g4443cb2bxmsh.png,"a photo of the woman in this image in athletic running gear with a race bib pinned to their chest, standing at the starting line of a road race, other runners stretching and warming up behind them, an inflatable start arch overhead"
69,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpkrhftb9y85db14ygwk5.png,"a photo of the woman in this image wrapped in a large cozy blanket on a sofa, holding a steaming mug with both hands, a crackling fireplace in the background, a sleeping cat curled up on the other end of the sofa, warm dim lighting"
70,failed,,"a photo of the woman in this image wearing round wire-frame reading glasses, sitting at a cluttered desk examining a document, stacks of papers and file folders surrounding them, a desk lamp casting a warm cone of light"
71,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpwkjtsyyq9mk6frckzkd.png,"a portrait of the woman in this image shot on an 85mm f1.4 lens with extremely shallow depth of field, face in razor-sharp focus while the background of a busy autumn park with people and orange trees dissolves into smooth round bokeh"
72,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpzrb2kbbx6yh96pa5828.png,"a photo of the woman in this image shot on a 24mm wide angle lens in a small apartment kitchen, slight barrel distortion stretching the edges, the full room visible including a fridge covered in magnets, a small dining table, and a window above the sink"
73,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbq3gvbq4xnpgj1r58r143.png,"a photo of the woman in this image shot on Kodak Portra 400 film with visible grain and slightly muted warm tones, standing in front of a vintage gas station with old pumps and a faded sign, a dusty pickup truck parked beside them"
74,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqay1k42xxagzjb20fnyb.png,"a photo of the woman in this image taken with an extreme fisheye lens creating a circular distorted image, standing in the middle of an empty basketball court, the hoop and backboard curving dramatically overhead, the entire court visible in the warped frame"
75,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqmdv9b0z0q2jtx1s1yvj.png,"a polaroid photo of the woman in this image with the characteristic white border and slightly washed-out faded colors, standing at a house party with red cups and streamers visible, slight light leak in the corner, casual and spontaneous"
76,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqnaa77aqweqtb0aw16dd.png,"a high-contrast black and white photo of the woman in this image standing in a doorway, dramatic shadows and bright highlights, deep blacks and pure whites with minimal midtones, a staircase with an iron railing visible inside"
77,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqt9vvnck2md4fyqhntdj.png,"a photo of the woman in this image shot on a medium format Hasselblad with that distinctive medium format look, extremely fine detail and smooth tonal gradations, shallow focus, standing in a field of lavender stretching to the horizon"
78,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqwfjq1mfrdk1a6xdn1zk.png,"a deliberately slightly overexposed photo of the woman in this image with blown-out highlights around the hair and shoulders, standing in a bright airy loft space with white walls and large skylights, giving a dreamy ethereal look"
79,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbr9hw537m4ef0jc4r2d0h.png,"a panning shot of the woman in this image jogging through a park, their face and body relatively sharp while the trees and path behind them are horizontally motion-blurred, suggesting speed and movement, athletic clothing"
80,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrjx21re7tcsk44her3w2.png,"an extreme macro close-up of half of the woman in this image face, just one eye and part of the nose and cheek filling the frame, every skin texture and eyelash visible in sharp detail, the iris reflecting a small window, studio lighting"
81,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrgf819fkebxg3y4g3kqq.png,"a cinematic widescreen still of the woman in this image sitting alone in a near-empty diner at night, a neon OPEN sign in the window, a counter with red vinyl stools, a waitress pouring coffee in the background, moody blue and orange color grading"
82,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrgrj59tdk711bbd0jbmp.png,"a high-fashion editorial photo of the woman in this image in a stark white room, dramatic pose with one hand in hair, wearing an avant-garde geometric black outfit, harsh directional lighting creating angular shadows on the wall"
83,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrys5phkdef9y9975etk0.png,"a corporate LinkedIn-style headshot of the woman in this image in business casual, warm approachable smile, shot from shoulders up against a softly blurred modern office background with glass partitions and green plants"
84,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrgst8b8mahakghn92gyy.png,"a street photography candid of the woman in this image caught mid-stride crossing a wet street, slightly off-center composition, a bus and taxi in the background, reflections on the road, shot with a 35mm lens from across the street"
85,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbs3rhv9hhb0qr5bf93wz1.png,"a richly detailed portrait of the woman in this image in the style of a Renaissance painting, dramatic chiaroscuro lighting, a dark velvet curtain behind them, warm golden tones, as if painted by Rembrandt with photographic clarity"
86,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbsa1gp732e4r5by8afzcp.png,"a moody atmospheric portrait of the woman in this image standing in a field with thick low-hanging fog obscuring everything below the waist, bare trees with twisted branches barely visible in the mist, muted desaturated tones"
87,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbs68n4k85jyfdx979qv4c.png,"a high-contrast dramatic portrait of the woman in this image with deep blacks and punchy highlights, cross-processed look with slightly shifted colors, standing in front of a corrugated steel warehouse door, urban and edgy"
88,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbsdjkrqcmkwcpg3q4ygna.png,"a soft dreamy portrait of the woman in this image shot through a vintage lens with natural lens flare streaking across the frame, wildflowers in the foreground slightly out of focus, warm golden backlight, ethereal and romantic"
89,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbsmzhkwtemnhzhfent3wz.png,"a raw gritty documentary-style photo of the woman in this image in a busy commercial kitchen, stainless steel surfaces and hanging pots behind them, steam rising from a large pot, harsh overhead work lights, sweat on their forehead"
90,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbsqw920ezbk6bjxjj0684.png,"a retro 1970s style photo of the woman in this image with warm faded colors and soft focus, wearing a wide-collar shirt, sitting on the hood of a vintage car in a suburban driveway, a split-level house and basketball hoop in the background"
91,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbt5ed738bqhy2md3bwgtk.png,"a photo of the woman in this image covering the lower half of their face with one hand, only eyes and forehead visible, standing in a crowded elevator with four other people in business attire, mirrored walls reflecting everyone"
92,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbt0er6ystrzj4ynvydmtx.png,"a photo of the woman in this image looking at their own reflection in a large ornate bathroom mirror, both the real person from behind and the reflected face visible, marble countertop with toiletries, warm vanity lighting"
93,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbtet0mk2q65f2fywb14s2.png,"a photo of the woman in this image standing behind a rain-streaked glass window looking out, face partially distorted by the water droplets and reflections, a blurry street scene with cars and umbrellas visible through the glass"
94,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbtanpyjhk0sth2kn1190t.png,"a photo of the woman in this image in an extremely dark room lit only by the glow of a phone screen illuminating the lower half of their face, the rest lost in deep shadow, sitting on the edge of a bed, nighttime"
95,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbteracbpnze92abq9a70f.png,"a photo of the woman in this image with elaborate theatrical stage makeup including white face paint and exaggerated dark eye makeup, standing backstage among costume racks and mirrors with light bulbs around them"
